iter	Logloss
346	0.3227650069
347	0.3226445943
348	0.322267272
349	0.322078797
350	0.3219281323
351	0.3217689453
352	0.3216640579
353	0.321519333
354	0.3214713298
355	0.3213753184
356	0.3212705322
357	0.3212168645
358	0.3209956313
359	0.3208396122
360	0.3207226093
361	0.3204879194
362	0.3202841143
363	0.3201078188
364	0.3198007803
365	0.3194373243
366	0.3193696101
367	0.3193607508
368	0.3191635548
369	0.3191297363
370	0.3188602249
371	0.3188021593
372	0.318651526
373	0.3184475748
374	0.3184105669
375	0.3184025334
376	0.3182742904
377	0.3181153246
378	0.3179854274
379	0.3176707586
380	0.3172829635
381	0.3171151433
382	0.3170266902
383	0.3169536171
384	0.316834093
385	0.3166882821
386	0.3164847665
387	0.3164180404
388	0.3162921629
389	0.3162149442
390	0.3160346793
391	0.3159137744
392	0.3157283004
393	0.3156939483
394	0.3154915859
395	0.3153767522
396	0.315247954
397	0.3150780162
398	0.3148586393
399	0.3145917821
400	0.3144159019
401	0.3142706739
402	0.3140561244
403	0.3138820952
404	0.3137036456
405	0.313571375
406	0.3134851922
407	0.3132855943
408	0.3132615006
409	0.313104873
410	0.3129358154
411	0.3128228862
412	0.3126062571
413	0.3124289426
414	0.3122913515
415	0.3120857537
416	0.3120200407
417	0.3118903979
418	0.3116795955
419	0.3115078394
420	0.3113660072
421	0.3112536669
422	0.3111244458
423	0.3110180305
424	0.3107965116
425	0.310624111
426	0.3105373775
427	0.3104835325
428	0.3103024676
429	0.3101608269
430	0.3100294176
431	0.3099171716
432	0.309771617
433	0.3097384325
434	0.3097360035
435	0.3096044667
436	0.3094776195
437	0.3092868715
438	0.3090049123
439	0.3087862705
440	0.3086413222
441	0.3084571843
442	0.308364909
443	0.3082540956
444	0.3080788655
445	0.307930997
446	0.3078357775
447	0.3076436899
448	0.3074888784
449	0.307286282
450	0.3072593317
451	0.3072077193
452	0.3070579004
453	0.3069217174
454	0.306718688
455	0.3065945481
456	0.3064192014
457	0.3063273303
458	0.3063031677
459	0.3061344215
460	0.3061324589
461	0.30604495
462	0.3060372423
463	0.305929188
464	0.3059259156
465	0.3058622535
466	0.3058518387
467	0.3056681364
468	0.3056667436
469	0.3054614936
470	0.3053229657
471	0.3052949902
472	0.3051787716
473	0.304894085
474	0.304831272
475	0.3047970123
476	0.3046737093
477	0.3045256744
478	0.3044857365
479	0.3043232408
480	0.3042302221
481	0.3041622463
482	0.3041043486
483	0.3039195811
484	0.3037903795
485	0.3036407113
486	0.3035380297
487	0.3033698795
488	0.3032263349
489	0.3031403731
490	0.3030102992
491	0.3029849132
492	0.3027864834
493	0.3027487201
494	0.3026193184
495	0.3024514607
496	0.3022706974
497	0.3021116657
498	0.3020940326
499	0.3019596611
500	0.3019140634
501	0.3017148212
502	0.3016051985
503	0.3015181274
504	0.3013374601
505	0.3013027961
506	0.3012813738
507	0.3011430812
508	0.3010162975
509	0.3009364228
510	0.3007288854
511	0.3006859801
512	0.3005837725
513	0.3004376381
514	0.3002927311
515	0.3002507294
516	0.3001516848
517	0.3000048661
518	0.2998691698
519	0.2997898486
520	0.29953918
521	0.2993643223
522	0.2992233704
523	0.2991082891
524	0.298893905
525	0.2987019061
526	0.2986119725
527	0.2985258352
528	0.2983924469
529	0.2983202636
530	0.2982159235
531	0.2980406521
532	0.2978292081
533	0.2976938543
534	0.2975783342
535	0.2974823429
536	0.2972990694
537	0.2971623775
538	0.2970487837
539	0.2970205276
540	0.2969241813
541	0.2967722603
542	0.2965447589
543	0.2964270885
544	0.2963149952
545	0.2961155829
546	0.2960933854
547	0.2960018414
548	0.2959533131
549	0.295929623
550	0.295724358
551	0.2957230289
552	0.2956559432
553	0.2955902215
554	0.2954575372
555	0.2953724309
556	0.2953233716
557	0.2952377899
558	0.2951415204
559	0.2949741603
560	0.2948650784
561	0.2948164513
562	0.2947869208
563	0.2946876663
564	0.2944407988
565	0.2943629453
566	0.2942062491
567	0.294075415
568	0.2939441659
569	0.2938208438
570	0.2936300859
571	0.2934672926
572	0.293336868
573	0.2931532261
574	0.2929977091
575	0.2927960042
576	0.2926377827
577	0.2925709889
578	0.2924675189
579	0.2923008012
580	0.2921291698
581	0.2920250336
582	0.2919960575
583	0.2918439464
584	0.2917439435
585	0.2917088676
586	0.2916473828
587	0.2915582011
588	0.2914677384
589	0.2912226586
590	0.2911502165
591	0.2911258555
592	0.291083219
593	0.290950507
594	0.2908262102
595	0.290806194
596	0.2907957736
597	0.2906472598
598	0.2905324668
599	0.2903963836
600	0.2902315814
601	0.2902008785
602	0.2900719883
603	0.2899843831
604	0.2898413808
605	0.2896770634
606	0.2896034497
607	0.2894031903
608	0.2893614677
609	0.2891927533
610	0.2890876643
611	0.2890862097
612	0.2889247242
613	0.2888545242
614	0.2887107862
615	0.2885526435
616	0.2885018276
617	0.2883694525
618	0.288339946
619	0.2882650969
620	0.2882486929
621	0.2881175735
622	0.2880834676
623	0.2878454007
624	0.2877966294
625	0.2877781281
626	0.2877072085
627	0.2876927526
628	0.2875916881
629	0.2875504424
630	0.2873001012
631	0.2872201863
632	0.28711019
633	0.2870742964
634	0.2869292354
635	0.286881275
636	0.2868744175
637	0.2867862612
638	0.286677385
639	0.2865759883
640	0.2865755551
641	0.2865368343
642	0.2863943246
643	0.2862649551
644	0.2862554632
645	0.2861703004
646	0.2860094897
647	0.2858452874
648	0.2857693642
649	0.2856872716
650	0.2855568144
651	0.2854112123
652	0.2852553977
653	0.2851430373
654	0.2850640923
655	0.2850634116
656	0.2849347032
657	0.2848315261
658	0.2847400058
659	0.2844777026
660	0.2843093734
661	0.2841558181
662	0.2840298896
663	0.2839084813
664	0.2838276826
665	0.2836736022
666	0.2835349414
667	0.283377205
668	0.28331804
669	0.2832748902
670	0.2831053215
671	0.2830362628
672	0.2829588808
673	0.2829473569
674	0.2827868478
675	0.2826708178
676	0.282640456
677	0.2824246985
678	0.2823592825
679	0.2823090643
680	0.2821318348
681	0.2820503989
682	0.2819622521
683	0.2819328207
684	0.281858273
685	0.281699721
686	0.2815500105
687	0.2813801785
688	0.2811188261
689	0.2810703631
690	0.281011726
691	0.2808223216
692	0.2807349809
693	0.2806847866
694	0.2803661098
695	0.2801978358
696	0.2800481722
697	0.2800058048
698	0.2798759187
699	0.2798333784
700	0.2797482558
701	0.2796763217
702	0.2796042175
703	0.2795741953
704	0.2794252495
705	0.2792777436
706	0.2790967968
707	0.2789585021
708	0.2789231216
709	0.2788340591
710	0.2787347517
711	0.2787044843
712	0.278532772
713	0.2785304709
714	0.2784518381
715	0.278379465
716	0.2783664396
717	0.2782139305
718	0.2781304834
719	0.278109715
720	0.2780224622
721	0.2779059398
722	0.2777750744
723	0.2776583685
724	0.2775767419
725	0.2774501547
726	0.2774361091
727	0.2773481498
728	0.2772898191
729	0.2771632313
730	0.2770284705
731	0.2769023356
732	0.2767204949
733	0.2766686424
734	0.2764635931
735	0.2764497105
736	0.2762618921
737	0.2761665462
738	0.2761177328
739	0.2760883052
740	0.2758804137
741	0.2757423825
742	0.2756198884
743	0.2754855503
744	0.2753708183
745	0.2752787515
746	0.27518156
747	0.2749993342
748	0.2749378875
749	0.2748943365
750	0.2748863748
751	0.27487388
752	0.2747136877
753	0.2747017162
754	0.274640849
755	0.2745366573
756	0.2744510274
757	0.2742630709
758	0.2742499096
759	0.2741812367
760	0.2740241464
761	0.2739604915
762	0.2738528085
763	0.2737612469
764	0.2736358201
765	0.2734637097
766	0.2733788933
767	0.2731851979
768	0.2730987742
769	0.2729970514
770	0.2729201332
771	0.2727864201
772	0.27262892
773	0.2725897511
774	0.2724756786
775	0.2724091997
776	0.2723674016
777	0.2722863146
778	0.2721186685
779	0.2720356846
780	0.2719735432
781	0.2718474987
782	0.2717307419
783	0.2716944377
784	0.271608735
785	0.2713887205
786	0.2712621508
787	0.271207899
788	0.2711578181
789	0.2709914278
790	0.2708353495
791	0.2706825801
792	0.2705479566
793	0.2704469852
794	0.2703133643
795	0.2701989558
796	0.2701043039
797	0.2699973035
798	0.2698459152
799	0.2697571232
800	0.2696295524
801	0.2694969617
802	0.2693479981
803	0.2692504167
804	0.2691639172
805	0.2690574877
806	0.2689795827
807	0.2689249866
808	0.2688853882
809	0.2687815461
810	0.2684915614
811	0.2683410479
812	0.2682904028
813	0.2681013341
814	0.267916201
815	0.2679033124
816	0.2677941054
817	0.2676623573
818	0.2675532395
819	0.267530038
820	0.2675103757
821	0.2672945305
822	0.267158023
823	0.2670770307
824	0.2670399343
825	0.2669445093
826	0.26684908
827	0.2667337974
828	0.2666351405
829	0.2665189788
830	0.2664395902
831	0.2663509281
832	0.2662114744
833	0.2660161394
834	0.2659307169
835	0.2658131619
836	0.2656603676
837	0.2654998743
838	0.2653345423
839	0.2652093303
840	0.2651022477
841	0.2649633471
842	0.2648094856
843	0.2646545392
844	0.2645184734
845	0.2642440994
846	0.2642242407
847	0.2641145586
848	0.2640525498
849	0.2639697308
850	0.2638955459
851	0.2638872369
852	0.2637219172
853	0.2636262685
854	0.2635794815
855	0.2635282216
856	0.2634267679
857	0.2633837995
858	0.2632692766
859	0.2631018849
860	0.2630370914
861	0.262953559
862	0.2626948136
863	0.2625720771
864	0.2624729301
865	0.2624170533
866	0.2623303778
867	0.2621248072
868	0.2619585504
869	0.2618788835
870	0.2617898541
871	0.2616807353
872	0.2616149376
873	0.261500236
874	0.2614747166
875	0.2613169198
876	0.2612371785
877	0.2612102873
878	0.2611542698
879	0.2611056397
880	0.2610176314
881	0.2609425205
882	0.260744175
883	0.260656022
884	0.260494254
885	0.2603941393
886	0.2602566588
887	0.2602151361
888	0.260093402
889	0.2599722211
890	0.2598485862
891	0.2597690551
892	0.2596984923
893	0.2596137911
894	0.2594869421
895	0.2594243915
896	0.2593963578
897	0.2592939775
898	0.2592866888
899	0.2592217621
900	0.2591003577
901	0.2590242327
902	0.2589034257
903	0.2588529683
904	0.2586799044
905	0.2584465486
906	0.2582778799
907	0.2581863838
908	0.258106621
909	0.2579025358
910	0.2578286268
911	0.2577634545
912	0.2576357312
913	0.2574474053
914	0.2573197705
915	0.2572436577
916	0.2571060357
917	0.2569767449
918	0.2568013991
919	0.2565907407
920	0.2565397701
921	0.2564695757
922	0.2563971314
923	0.256323251
924	0.2562362913
925	0.2561002932
926	0.255965898
927	0.2558734979
928	0.2557330301
929	0.2555962022
930	0.255559154
931	0.2554911217
932	0.2553472121
933	0.2552210146
934	0.2551884229
935	0.2550653848
936	0.2549371187
937	0.2548336005
938	0.2547806574
939	0.2547081611
940	0.2546224082
941	0.2544791725
942	0.2544429889
943	0.2542978651
944	0.2542002535
945	0.2541409174
946	0.2540257765
947	0.2539119912
948	0.253873766
949	0.2538110671
950	0.2536898737
951	0.253600669
952	0.2532856026
953	0.2531636957
954	0.2530355336
955	0.2528444494
956	0.2526676245
957	0.2525402718
958	0.2524635184
959	0.2523700605
960	0.2522626703
961	0.2521701369
962	0.252087575
963	0.2520552314
964	0.2518705628
965	0.2517452222
966	0.2516433081
967	0.2515625364
968	0.2514809514
969	0.2513661349
970	0.2513183456
971	0.251284513
972	0.2511714537
973	0.2511023994
974	0.2509977967
975	0.2508520453
976	0.2507181119
977	0.2507005953
978	0.2505927785
979	0.2504584156
980	0.2503744612
981	0.2502531986
982	0.2501747357
983	0.2501275918
984	0.2500057784
985	0.249844029
986	0.2496869924
987	0.2494726141
988	0.2493136843
989	0.2492077145
990	0.2490702838
991	0.2489225635
992	0.2488361436
993	0.2487499843
994	0.2486032383
995	0.2485646686
996	0.2484271873
997	0.2483296703
998	0.2482079033
999	0.248028104
